City,Accommodation,Apartment Name,Furnishing,Tenant Preferred,Availability,Carpet Area,Floor,Facing,overlooking,Bathroom,Balcony,Rent,Description
mumbai,1 BHK Apartment for Rent in Borivali West,None,Semi-Furnished,Bachelors/Family,Immediately,350 sqft,5 out of 13,East,"Garden/Park, Main Road",1,2,"₹16,000","Its close proximity to schools, link road etc with gated security with kids play area. Do you want to rent flat for accomodation? Consider 1 BHK flat in the popular locality of Borivali West. Affordable to rent, the flat is available for rent at a competitive amount of Rs 16,000/-. However, you will have to deposit a booking amount of Rs 50000/- if you wish to rent this flat. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. Some attractive additional facilities available with the flat are laundry service,internet/wi-fi connectivity,ro water system,service/goods lift,intercom facility. The flat is centrally located near kotak mahindra bank. Also, it overlooks garden/park, main road to offer a soothing view. Also, there are 2 balconies in the flat. The flat offered on rent is equipped with 1 well-designed bedrooms. With the flat, you get hold of 1 store room which is spacious and can be used to store unused articles. Also, the dedicated 1 study room can be utilised as a home office or guest/servant room. Designed to meet your modern needs, the flat comes semi-furnished. It is immediately available for rent. "
mumbai,2 BHK Apartment for Rent in Goregaon West,None,Semi-Furnished,Bachelors/Family,Immediately,750 sqft,21 out of 45,East,"Pool, Garden/Park, Main Road",2,2,"₹48,200","2 BHK For Rent Semi furnished with balcony with car parking All Aminetes Family and bachlor Ready to move Looking out for a flat for rent? Rent flats of 2 BHK in the well-connected locality of Goregaon West. The rental amount of the flat is an affordable Rs 48,200/-. Although, the occupier is required to deposit a booking amount of Rs 200000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors/Family. If you rent the flat, you will have access to facilities like bar/lounge, air conditioned, banquet hall, jogging and strolling track, outdoor tennis courts. The flat boasts of a superb location near near nirlon it park near western express highway. Also, it overlooks pool, garden/park, main road to offer a soothing view. The flat comes with 1 covered car parking for dedicated use. It also has 2 balconies. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. With 1 store room attached, the extra articles can be easily stored. Also, it has 1 study room that can be used as a guest room or a home office. The flat is well-designed and comes semi-furnished, with a unique appeal. It is immediately available for rent. "
mumbai,"3 BHK Apartment for Rent in Lake Homes, Powai",Lake Homes,Semi-Furnished,Bachelors/Family,Immediately,1000 sqft,15 out of 23,East,"Garden/Park, Main Road",3,1,"₹68,000","A 3 bhk flat for rent in powai, central mumbai suburbs is available. It is a spacious and thoughtfully designed apartment. Rent flats of 3 BHK in the prime locality of Powai. This charming flat available on rent is part of the Lake Homes. The rental rates are quite justifiable and set at an amount of Rs 68,000/-. Plus you need to pay a booking amount of only Rs 300000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. Some attractive additional facilities available with the flat are jogging and strolling track. The flat is strategically located near lake home,chandivali,powai,mumbai.. It is well placed and enables a view of garden/park, main road. The flat is bundled with spacious 1 covered car parking. It also has 1 balconies. The flat on rent has 3 large and spacious bedrooms. Designed to meet your modern needs, the flat comes semi-furnished. Owing to continuous demand, the flat is immediately available for rent. "
mumbai,1 BHK Apartment for Rent in Kalyan,None,Semi-Furnished,Bachelors/Family,Immediately,535 sqft,2 out of 7,East,"Garden/Park, Pool, Main Road",1,None,"₹6,000","Multistorey apartment is available for rent. It is very good location with good atmosphere. This is 7 wings complex with gym, swimming pool, security intercom, solar water heater, 24 hours water, lift CCTV camera. Please contact for more details."
mumbai,1 BHK Apartment for Rent in Andheri East,None,Unfurnished,Bachelors/Family,Immediately,485 sqft,5 out of 8,East,None,1,None,"₹28,000","1bhk semifurnished flat for rent at hilton tower sherepunjab near tolani college near gurudwara near triha international school If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Andheri East. The rental amount of the flat is an affordable Rs 28,000/-. Plus you need to pay a booking amount of only Rs 100000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors/Family. The flat boasts of a superb location near sherepunjab gurudwaratridha international. Ensuring that you park the car safely, the flat has 1 open car parking. This flat on rent comes with 1 well planned bedrooms. The flat comes unfurnished and is sure to appeal to you. Studded with almost all the features, the flat is immediately available for rent. "
mumbai,"2 BHK Apartment for Rent in The nest , bhayander west",None,Semi-Furnished,Bachelors/Family,Immediately,None,2 out of 3,None,None,1,None,"₹13,000","Multistorey apartment is available for rent. It is a good location property. Please contact for more detail. The rental rates are quite justifiable and set at an amount of Rs 13,000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. This flat on rent comes with 2 well planned bedrooms. To serve the occupier optimally, the flat comes semi-furnished. Studded with almost all the features, the flat is immediately available for rent. "
mumbai,2 BHK Apartment for Rent in Mustafa Bazar,None,Unfurnished,Bachelors/Family,Immediately,560 sqft,9 out of 22,West,Main Road,2,None,"₹52,500","The property is an unfurnished unit and comes with all the basic fittings like fans, lights, including all the high-end bathroom fixtures that are already installed.::::::::This is a beautifully designed, well-lit, and breezy apartment and comes with a lot of features."
mumbai,1 BHK Apartment for Rent in Sunbeam CHS,None,Furnished,Bachelors/Family,Immediately,550 sqft,3 out of 3,None,None,1,1,"₹13,000","Affordable to rent, the flat is available for rent at a competitive amount of Rs 13,000/-. Plus you need to pay a booking amount of only Rs 50000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors/Family. If you rent the flat, you will have access to facilities like air conditioned,ro water system. Also, there are 1 balconies in the flat. The flat offered on rent is equipped with 1 well-designed bedrooms. Designed to meet your modern needs, the flat comes furnished. Owing to continuous demand, the flat is immediately available for rent. "
mumbai,"2 BHK Apartment for Rent in Lodha Venezia, Parel",Lodha Venezia,Semi-Furnished,Bachelors/Family,Immediately,850 sqft,45 out of 68,East,None,2,1,"₹85,000","2bhk on a higher floor with a great view. If you are planning to rent a flat, you can consider this 2 BHK flat situated in the prime location of Parel. The aesthetically designed flat available on rent is part of the leading project of Lodha Venezia. The rental rates are quite justifiable and set at an amount of Rs 85,000/-. However, you are required to deposit a booking amount of Rs 300000/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors/Family. The flat comes with some add-on facilities such as jogging and strolling track. The flat is strategically located near lodha venezia.. The flat comes with 2 covered car parking for dedicated use. The flat also has 1 balconies for a multiple usages. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. With 1 store room attached, the extra articles can be easily stored. A beautifully designed abode, the flat is semi-furnished. It is immediately available for rent. "
mumbai,"3 BHK Apartment for Rent in Lodha New Cuffe Parade, Bhakti Park",Lodha New Cuffe Parade,Semi-Furnished,Bachelors/Family,Immediately,1321 sqft,38 out of 42,East,"Pool, Garden/Park",4,3,₹1.3 Lac,"Lodha New Cuffe Parade, Wadala, Mumbai. The building created by WOHA, Singapore, assures you come to a spacious home, natural light, and greens. The project offers 1, 2, 3 4 BHK apartments with global architectural, design innovations, and several lifestyle amenities."
mumbai,"2 BHK Apartment for Rent in Marvel Twin Tower, Andheri East",Marvel Twin Tower,Furnished,Bachelors/Family,Immediately,None,9 out of 10,None,None,2,None,"₹50,000","Do you want to rent flat for accomodation? Consider 2 BHK flat in the popular locality of Andheri East. This charming flat available on rent is part of the Marvel Twin Tower. Affordable to rent, the flat is available for rent at a competitive amount of Rs 50,000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. The flat offered on rent is equipped with 2 well-designed bedrooms. To serve the occupier optimally, the flat comes furnished. It is immediately available for rent. "
mumbai,"2 BHK Apartment for Rent in Nahar Cayenne , Chandivali",Nahar Cayenne ,Furnished,Bachelors,Immediately,770 sqft,6 out of 14,East,"Pool, Garden/Park, Main Road",2,None,"₹62,000","very nice location Looking out for a flat for rent? Rent flats of 2 BHK in the well-connected locality of Chandivali. Located within the premium project of Nahar Cayenne , this well-ventilated flat is available on rent. The rent amount of the flat is very competitive and set at an amount of Rs 62,000/-. Although, the occupier is required to deposit a booking amount of Rs 200000/-. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors. Some premium add-on facilities bundled with the flat are bar/lounge, air conditioned, banquet hall, jogging and strolling track, outdoor tennis courts. The flat is strategically located near nahar amrit shakti opp d,mart chandivali. The location ensures a splendid view of pool, garden/park, main road. This flat on rent comes with 2 well planned bedrooms. For additional storage space, the flat is equipped with 1 store room. Also, the dedicated 1 study room can be utilised as a home office or guest/servant room. Designed to meet your modern needs, the flat comes furnished. Owing to continuous demand, the flat is immediately available for rent. "
pune,"3 BHK Apartment for Rent in Sky Vie, Viman Nagar",Sky Vie,Furnished,Bachelors/Family,Immediately,1250 sqft,8 out of 11,None,"Garden/Park, Pool, Main Road",3,None,"₹80,000","There are some unique facilities such as Club House, Piped Gas, and Rain Water Harvesting present in Sky Vie compared to other projects present in Viman Nagar Central. If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Viman Nagar. This charming flat available on rent is part of the Sky Vie. The rent amount of the flat is very competitive and set at an amount of Rs 80,000/-. You just have to deposit an initial booking amount of Rs 240000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. The flat is strategically located near prime location. great proximity to shopping areas, workplaces, markets. It is well-positioned and one can get a view of garden/park, pool, main road. To park your car, the flat comes with a its own 2 covered car parking. This flat on rent comes with 3 well planned bedrooms. To serve the occupier optimally, the flat comes furnished. It is immediately available for rent. "
pune,"4 BHK Apartment for Rent in The Balmoral Estate, Baner",The Balmoral Estate,Semi-Furnished,Bachelors/Family,Immediately,2670 sqft,5 out of 16,North,"Garden/Park, Pool, Main Road",4,2,₹2.3 Lac,Beautiful fully furnished 4 bed room apartment is available for lease in one of the most sought after residential projects of baner. All premium specifications and top of the line amenities. Ample of natural light and cross ventilation. Get in touch with us for more details and site visit. Baran Properties. With you from selection to possession.
pune,"3 BHK Apartment for Rent in Costa Rica, Wakad",Costa Rica,Semi-Furnished,Bachelors,Immediately,1285 sqft,10 out of 12,East,"Garden/Park, Pool, Main Road",3,3,"₹20,000","It is semifurnished specious 3BHK Flat available in Costarica Society, Wakad. Society is having all modern ammenities. Rent flats of 3 BHK in the prime locality of Wakad. The state-of-the art flat available on rent is part of the Costa Rica. The rental amount of the flat is an affordable Rs 20,000/-. Plus you need to pay a booking amount of only Rs 60000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors. Some added-on facilities available with the flat are jogging and strolling track. The flat is centrally located near property is located datt mandir road, wakad.. It provides an amazing view of garden/park, pool, main road. To park your car, the flat comes with a its own 1 covered car parking. The flat also has 3 balconies for a multiple usages. The flat listed for rent boasts of 3 sizable and aesthetically designed bedrooms. To serve the occupier optimally, the flat comes semi-furnished. It is immediately available for rent. "
pune,"2 BHK Apartment for Rent in Venkatesh Bliss, Undri",Venkatesh Bliss,Unfurnished,Bachelors/Family,Immediately,840 sqft,7 out of 12,East,"Garden/Park, Main Road",2,2,"₹16,000","Excellent society near Undri city center, all basic amenities and facilities are available in the society, fresh apartments and maintained by the maintenance staffs and security, all markets are nearby the premises only. Looking out for a flat for rent? Rent flats of 2 BHK in the well-connected locality of Undri. Located within the premium project of Venkatesh Bliss, this well-ventilated flat is available on rent. Affordable to rent, the flat is available for rent at a competitive amount of Rs 16,000/-. However, you are required to deposit a booking amount of Rs 45000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors/Family. The flat is strategically located near bishop and euro school, opposite to undri city center.. It is well placed and enables a view of garden/park, main road. Ensuring that you park the car safely, the flat has 1 covered car parking. Also, it features 2 balconies that are spacious. The flat offered on rent is equipped with 2 well-designed bedrooms. The flat comes unfurnished and is sure to appeal to you. Owing to continuous demand, the flat is immediately available for rent. "
pune,"3 BHK Apartment for Rent in Kolte-Patil 24k Opula, Pimple Nilakh, Pimpri Chinchwad",Kolte-Patil 24k Opula,Unfurnished,Bachelors,Immediately,1470 sqft,2 out of 15,East,Garden/Park,3,2,"₹57,000","3BHK spaciousbrand new flat for rent at vishal nagar ,pimple nilakh well ventilated apartment in peaceful locality on 2nd floor, located At vishal nagar main road well connected to prime location at Vishal Nagar , 5 minutes walking distance from all hospital ,all hotels, Mall, Reliance mart, D mart, school, all banks , number of atms, bus stop, market near by home. number of floors 16th ,2 lift , car parking, garden,GYM, Swimming poll, 24Hrs securities , 24 hrs water n electricity. 5k,m from hinjewadi IT All companies , Society from 2,5 km at aundh and baner"
pune,4 BHK Apartment for Rent in Wagholi,None,Semi-Furnished,Bachelors,Immediately,1250 sqft,12 out of 13,East,Garden/Park,4,4,"₹32,000","Near by all facility available chidren's play ""area facility available hospital ATM bank ' collaae commercial word traid center spacious house and we'll mainten Society car parkinq ' ivery Pcime location a 24hrs wate Kalyani 'Nagar airport a IT pak Hospital Bank and 'other all facilfty available and Its a very bia "" and beautiful society woith all amenities like I dlab house aym and other all faciltv available Ichildren's play area etco All the market place 'at a walking distance from Societvy like General ' Stores. Medical stores, restaurants etc Airport fs 1oKm and Railway station is 8 K from this location"
pune,"2 BHK Apartment for Rent in Regalia Residency, Sunarwadi, Bavdhan",Regalia Residency,Unfurnished,Bachelors/Family,From Aug '22,None,10 out of 11,West,"Garden/Park, Pool, Main Road",2,1,"₹23,000","A spacious 2 Bedroom flat is available for Rent in Sunarwadi, Pune. It is located on the 10 Floor. It has a covered area of 930 Sq-ft. The flat has Ceramic Tiles flooring. The property is fantastically located and is much sought-after. The property is available at a very competitive monthly rent."
pune,"2 BHK Apartment for Rent in Mont Vert Sunshine Joy, Pirangut",Mont Vert Sunshine Joy,Unfurnished,Bachelors/Family,Immediately,None,1 out of 12,East,"Garden/Park, Main Road",2,1,"₹12,000","This Multistorey Apartment is locatedbuilding of total 12 floors. The Multistorey Apartment is newly constructed. If taking a flat for rent is on you mind, you must go for 2 BHK flat in Pirangut located at the heart of the city. The aesthetically designed flat available on rent is part of the leading project of Mont Vert Sunshine Joy. Affordable to rent, the flat is available for rent at a competitive amount of Rs 12,000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors/Family. If you rent the flat, you will have access to facilities like jogging and strolling track. The flat is strategically located near pirangut main paud road. The location ensures a splendid view of garden/park, main road. To park your car, the flat comes with a its own 1 covered car parking. It also has 1 balconies. The flat available on rent features 2 spacious bedrooms. The flat comes unfurnished and is sure to appeal to you. The flat is immediately available for rent. "
pune,"2 BHK Apartment for Rent in Jasminum, Magarpatta City",Jasminum,Unfurnished,Family,Immediately,900 sqft,1 out of 10,East,Garden/Park,2,1,"₹32,000","2 bhk Flat Available For Rent In Jasminium, Magarpatta City , Hadapsar, Pune. Prime Location Property With All Modern Amenities Like Garden Play Area, Swimming Pool, Super Market , Vegetable Market , Shops, Medical, Atm Available. 02 Min Distance From Magarpatta City And Amanora Mall, Hadapsar. For More Details Please Contact Kale Real Estate."
pune,1 BHK Apartment for Rent in Kharadi,None,Semi-Furnished,Bachelors/Family,Immediately,None,3 out of 4,None,None,1,None,"₹8,000","Rent flats of 1 BHK in the prime locality of Kharadi. The rental amount of the flat is an affordable Rs 8,000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat listed for rent boasts of 1 sizable and aesthetically designed bedrooms. The flat comes semi-furnished and is sure to appeal to you. Owing to continuous demand, the flat is immediately available for rent. "
pune,"3 BHK Apartment for Rent in Windermere, Koregaon Park",Windermere,Furnished,Family,Immediately,2177 sqft,15 out of 22,East,Garden/Park,3,3,₹1.9 Lac,"4 BHK Fully Furnished Apartment for in Vascon Winemare in KOREGAON PARK. Please contact for further details, thanks. If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Koregaon Park. The state-of-the art flat available on rent is part of the Windermere. Affordable to rent, the flat is available for rent at a competitive amount of Rs 1.9 Lac/-. Although, the occupier is required to deposit a booking amount of Rs 760000/-. We are selective about renting out the flat and the type of tenants preferred are Family. The flat comes with some add-on facilities such as jogging and strolling track. It is well-positioned and one can get a view of garden/park. To park your car, the flat comes with a its own 3 covered car parking. Also, there are 3 balconies in the flat. The flat listed for rent boasts of 3 sizable and aesthetically designed bedrooms. And 1 study room that can be used as a guest room or a home office. The flat comes furnished and is sure to appeal to you. Owing to continuous demand, the flat is immediately available for rent. "
pune,"2 BHK Apartment for Rent in Chinchwad, Pimpri Chinchwad",None,Semi-Furnished,Bachelors/Family,Immediately,None,2 out of 3,None,None,2,None,"₹14,000","Looking out for a flat for rent? Rent flats of 2 BHK in the well-connected locality of Chinchwad, Pimpri Chinchwad. The rental rates are quite justifiable and set at an amount of Rs 14,000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat on rent has 2 large and spacious bedrooms. A beautifully designed abode, the flat is semi-furnished. It is immediately available for rent. "
pune,1 BHK Apartment for Rent in Hadapsar,None,Unfurnished,Bachelors/Family,Immediately,None,4 out of 4,None,None,1,None,"₹10,000","Rent flats of 1 BHK in the prime locality of Hadapsar. The rental amount of the flat is an affordable Rs 10,000/-. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors/Family. The flat offered on rent is equipped with 1 well-designed bedrooms. The flat comes unfurnished and is sure to appeal to you. It is immediately available for rent. "
pune,"1 BHK Apartment for Rent in Mayur Colony, Kothrud",None,Unfurnished,Bachelors,Immediately,550 sqft,1 out of 4,East,Main Road,1,1,"₹18,000","good society fully renovated flat If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Mayur Colony, Kothrud. The rental rates are quite justifiable and set at an amount of Rs 18,000/-. However, you are required to deposit a booking amount of Rs 60000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors. The flat is strategically located near behind mother stand. Also, it overlooks main road to offer a soothing view. It also has 1 balconies. The flat listed for rent boasts of 1 sizable and aesthetically designed bedrooms. The flat comes unfurnished and is sure to appeal to you. Owing to continuous demand, the flat is immediately available for rent. "
pune,2 BHK Apartment for Rent in Narhe,None,Unfurnished,Family,Immediately,None,3 out of 5,East,Main Road,2,1,"₹9,000","New 2 BHK comfortable flat at Narhe, off Mumbai-Bangalore Highway, road facing balcony on the drawing room, 24 hours water, peaceful location (off highway), school nearby. Please contact for more details. Rent flats of 2 BHK in the prime locality of Narhe. The rental rates are quite justifiable and set at an amount of Rs 9,000/-. Plus you need to pay a booking amount of only Rs 30000/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Family. The flat is strategically located near off mumbai-bangalore high way, nearby school.. The location ensures a splendid view of main road. The flat also has 1 balconies for a multiple usages. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. To serve the occupier optimally, the flat comes unfurnished. The flat is immediately available for rent. "
pune,"1 BHK Apartment for Rent in Shindenagar, Bavdhan",None,Furnished,Bachelors,Immediately,550 sqft,2 out of 3,East,None,1,1,"₹14,000","1BHK furnished Flat for rent at Bavdhan, Behind Om Sai Hotel.::::Spacious flat with terrace, Ideal for small family bachelorsforeigners.::::Vitrified tiles, covered terrace, kitchen trolley, kitchen cabinets, wardrobe, TV unit etc.,::::Children Play Area, Ganesh Temple within the Colony. ::::2 Minute Walk from Chandni Chowk.::::Banks, ATM’s, Medical Shops, Hospitals, Restaurants, Malls, Bus Stop, Rickshaw Stand, Mandir Etc., Within Walkable Distance.::::For This & Many More Options, Pls Call"
pune,"1 BHK Apartment for Rent in Rama Blossoms, Baner",Rama Blossoms,Unfurnished,Bachelors/Family,Immediately,450 sqft,2 out of 4,East,None,1,2,"₹15,000","1 Bhk flat Acialble for rent , Blooms baner, located in Baner in Pune Live in a 1 BHK apartment for rent in Baner spread over 700 sq.ft.. This apartment consists of 1 bathroom 2 balconies build in 700 sq.ft. area. The apartment consists of 1 bedroom, built on 700 sq.ft.The apartment building has a total of 4 floors and this property is situated on 3rd floor. Property is 15 years old. It is a SemiFurnished property. Property will be leased for 11 months from Fri May 20 to families, single men and single women only with a notice of 1 months for a duration of 11 months."
pune,1 BHK Apartment for Rent in Shivane,None,Unfurnished,Bachelors/Family,Immediately,None,3 out of 4,None,None,1,None,"₹6,000","Multistorey apartment is available for rent. It is a good location property. Please contact for more details. If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Shivane. The rental rates are quite justifiable and set at an amount of Rs 6,000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat listed for rent boasts of 1 sizable and aesthetically designed bedrooms. The flat is well-designed and comes unfurnished, with a unique appeal. It is immediately available for rent. "
pune,"3 BHK Apartment for Rent in Kolte Patil Margosa Heights, NIBM Annexe",Kolte Patil Margosa Heights,Furnished,Family,Immediately,1200 sqft,11 out of 11,East,Garden/Park,3,1,"₹22,000","Flat on 11th Floor with a beautiful view of the hills and open fields from the Balcony and all three bedrooms. Brand New Home Store wardrobes in all rooms including kitchen installed in May 2020. Looking out for a flat for rent? Rent flats of 3 BHK in the well-connected locality of NIBM Annexe. The spacious flat offered on rent is part of the popular project Kolte Patil Margosa Heights. Affordable to rent, the flat is available for rent at a competitive amount of Rs 22,000/-. Plus you need to pay a booking amount of only Rs 85000/-. We are selective about renting out the flat and the type of tenants preferred are Family. If you rent the flat, you will have access to facilities like jogging and strolling track. The flat is well-connected and positioned near self contained for basic amenities and dining needs. It is well placed and enables a view of garden/park. To park your car, the flat comes with a its own 1 covered car parking. In addition to this, the flat is studded with capacious 1 balconies. The flat listed for rent boasts of 3 sizable and aesthetically designed bedrooms. The flat comes furnished and is sure to appeal to you. Studded with almost all the features, the flat is immediately available for rent. "
pune,2 BHK Apartment for Rent in Sus,None,Unfurnished,Bachelors,Immediately,None,2 out of 4,West,None,2,2,"₹12,000","If taking a flat for rent is on you mind, you must go for 2 BHK flat in Sus located at the heart of the city. The Rent amount is set at an attractive price of Rs 12,000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors. The flat also has 2 balconies for a multiple usages. The flat offered on rent is equipped with 2 well-designed bedrooms. To serve the occupier optimally, the flat comes unfurnished. It is immediately available for rent. "
pune,"1 BHK Apartment for Rent in Manik Moti Complex, Katraj",Manik Moti Complex,Semi-Furnished,Bachelors/Family,Immediately,410 sqft,4 out of 6,None,None,1,None,"₹8,000","If taking a flat for rent is on you mind, you must go for 1 BHK flat in Katraj located at the heart of the city. The spacious flat offered on rent is part of the popular project Manik Moti Complex. The rental amount of the flat is an affordable Rs 8,000/-. You just have to deposit an initial booking amount of Rs 30000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat available on rent features 1 spacious bedrooms. The flat is well-designed and comes semi-furnished, with a unique appeal. Studded with almost all the features, the flat is immediately available for rent. "
pune,"2 BHK Apartment for Rent in Palladium Plus, Dhanori",Palladium Plus,Semi-Furnished,Bachelors,Immediately,745 sqft,1 out of 11,East,"Garden/Park, Pool, Main Road",2,1,"₹20,000","its a beautiful flat for rent in palladium society.near by shops markets schools etc. Do you want to rent flat for accomodation? Consider 2 BHK flat in the popular locality of Dhanori. The state-of-the art flat available on rent is part of the Palladium Plus. The rental amount of the flat is an affordable Rs 20,000/-. You just have to deposit an initial booking amount of Rs 50000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors. Some added-on facilities available with the flat are air conditioned, jogging and strolling track, outdoor tennis courts, laundry service, service/goods lift. The flat is well-connected and positioned near near by icici bank.. Also, it overlooks garden/park, pool, main road to offer a soothing view. The flat comes with 1 covered car parking for dedicated use. Also, there are 1 balconies in the flat. The flat on rent has 2 large and spacious bedrooms. The flat is well-designed and comes semi-furnished, with a unique appeal. The flat is immediately available for rent. "
pune,2 BHK Apartment for Rent in Bhosari,None,Unfurnished,Bachelors/Family,Immediately,None,4 out of 5,North - East,None,2,None,"₹16,000","If you are planning to rent a flat, you can consider this 2 BHK flat situated in the prime location of Bhosari. The rent amount of the flat is very competitive and set at an amount of Rs 16,000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat boasts of a superb location near gavhane petrol pump. The flat is bundled with spacious 1 open car parking. The flat offered on rent is equipped with 2 well-designed bedrooms. The flat comes unfurnished and is sure to appeal to you. It is immediately available for rent. "
pune," Studio Apartment for Rent in Pimple Gurav, Pimpri Chinchwad",None,Unfurnished,Bachelors/Family,Immediately,None,1 out of 3,None,None,1,None,"₹7,000","The rental amount of the flat is an affordable Rs 7,000/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors/Family. To serve the occupier optimally, the flat comes unfurnished. Studded with almost all the features, the flat is immediately available for rent. "
pune,"3 BHK Apartment for Rent in Hari Ganga, Vishrantwadi, Airport Road",Hari Ganga,Semi-Furnished,Family,Immediately,1195 sqft,7 out of 11,East,"Garden/Park, Pool",3,3,"₹36,000","3 Bhk Flat for Rant in Hari Ganga Society at Prime Location of Yerwada Pune. Walking Distance for Market, School, Bank, ATM, Bus stop, Petrol pump, Medical store, Hospital, Grocery shop, Vegetable market, Nursery, Laundry and many more. ::::24 hours Electricity with generator back up. ::::247 security with CCTV to entire society premises.::::For More Information Call Only SINGH Estate or KANTA Enterprises. Note Flat Pictures or Images Posted in add are not the actual Pictures."
pune,2 BHK Apartment for Rent in Akurdi railway station,None,Furnished,Bachelors/Family,Immediately,1000 sqft,2 out of 3,None,None,2,2,"₹18,000","The rental amount of the flat is an affordable Rs 18,000/-. Plus you need to pay a booking amount of only Rs 0/-. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors/Family. Also, there are 2 balconies in the flat. The flat offered on rent is equipped with 2 well-designed bedrooms. To serve the occupier optimally, the flat comes furnished. Owing to continuous demand, the flat is immediately available for rent. "
pune,"1 BHK Apartment for Rent in Elite Empire, Balewadi",Elite Empire,Furnished,Bachelors/Family,Immediately,1080 sqft,1 out of 7,None,None,2,1,"₹18,000","Multistorey apartment is available for rent. It is a good location property. Please contact for more details. If taking a flat for rent is on you mind, you must go for 1 BHK flat in Balewadi located at the heart of the city. Located within the premium project of Elite Empire, this well-ventilated flat is available on rent. Affordable to rent, the flat is available for rent at a competitive amount of Rs 18,000/-. Plus you need to pay a booking amount of only Rs 50000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat also has 1 balconies for a multiple usages. The flat offered on rent is equipped with 1 well-designed bedrooms. The flat is well-designed and comes furnished, with a unique appeal. The flat is immediately available for rent. "
pune,"1 BHK Apartment for Rent in The Landmark, Undri",The Landmark,Unfurnished,Bachelors/Family,Immediately,None,7 out of 10,None,None,2,None,"₹10,500","Multistorey apartment is available for rent.it is a good location property. Please contact for more details. If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Undri. The spacious flat offered on rent is part of the popular project The Landmark. The Rent amount is set at an attractive price of Rs 10,500/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors/Family. This flat on rent comes with 1 well planned bedrooms. The flat is well-designed and comes unfurnished, with a unique appeal. Studded with almost all the features, the flat is immediately available for rent. "
pune,"1 BHK Apartment for Rent in Thergaon, Pimpri Chinchwad",None,Unfurnished,Bachelors/Family,Immediately,None,2 out of 4,East,Main Road,2,1,"₹10,000","1 BHK Flat Available on Rent in Bhorde Plaza, Near Dange Chowk. If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Thergaon, Pimpri Chinchwad. The Rent amount is set at an attractive price of Rs 10,000/-. You just have to deposit an initial booking amount of Rs 20000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat is strategically located near its near laxman nagar brt stop.. It is well-positioned and one can get a view of main road. The flat is bundled with spacious 1 covered car parking. The flat also has 1 balconies for a multiple usages. The flat on rent has 1 large and spacious bedrooms. The flat comes unfurnished and is sure to appeal to you. The flat is immediately available for rent. "
